Location,Place_Type,Date,Day,Hour,Weekend,Holiday,Special_Event_or_Festival,Weather,Temperature,Traffic_Level,Parking_Occupancy,Mobile_Density,Historical_Average_Visitors,Crowd_Level,Waiting_Time
Tirumala Venkateswara Temple,Temple,2025-02-22,Saturday,8,Yes,No,No,Cloudy,25.1,High,89.0,High,37678,Very High,242
Tirumala Venkateswara Temple,Temple,2025-02-22,Saturday,11,Yes,No,No,Sunny,25.3,High,87.5,High,29942,Very High,236
Tirumala Venkateswara Temple,Temple,2025-02-22,Saturday,15,Yes,No,No,Sunny,27.2,High,79.9,High,18377,Very High,231
Tirumala Venkateswara Temple,Temple,2025-02-22,Saturday,19,Yes,No,No,Cloudy,24.9,High,94.1,High,30747,Very High,230
Tirumala Venkateswara Temple,Temple,2025-02-23,Sunday,8,Yes,No,No,Sunny,27.1,High,65.6,High,35128,Very High,252
Tirumala Venkateswara Temple,Temple,2025-02-23,Sunday,11,Yes,No,No,Sunny,27.4,High,84.7,High,29424,Very High,222
Tirumala Venkateswara Temple,Temple,2025-02-23,Sunday,15,Yes,No,No,Sunny,25.3,High,91.7,High,19346,Very High,196
Tirumala Venkateswara Temple,Temple,2025-02-23,Sunday,19,Yes,No,No,Cloudy,24.6,High,75.7,Medium,31014,Very High,248
Tirumala Venkateswara Temple,Temple,2025-02-24,Monday,8,No,No,No,Cloudy,23.9,High,93.8,High,30945,Very High,234
Tirumala Venkateswara Temple,Temple,2025-02-24,Monday,11,No,No,No,Cloudy,27.7,High,92.5,High,23996,Very High,151
Tirumala Venkateswara Temple,Temple,2025-02-24,Monday,15,No,No,No,Sunny,25.7,High,78.9,High,18089,Very High,90
Tirumala Venkateswara Temple,Temple,2025-02-24,Monday,19,No,No,No,Sunny,27.7,High,95.9,High,24626,Very High,208
Tirumala Venkateswara Temple,Temple,2025-02-25,Tuesday,8,No,No,No,Sunny,24.9,High,97.8,High,30396,Very High,224
Tirumala Venkateswara Temple,Temple,2025-02-25,Tuesday,11,No,No,No,Cloudy,24.2,High,85.6,High,26696,Very High,176
Tirumala Venkateswara Temple,Temple,2025-02-25,Tuesday,15,No,No,No,Rainy,23.3,Medium,86.7,Medium,16837,High,96
Tirumala Venkateswara Temple,Temple,2025-02-25,Tuesday,19,No,No,No,Sunny,26.5,High,99.1,High,28330,Very High,241
Tirumala Venkateswara Temple,Temple,2025-02-26,Wednesday,8,No,No,No,Sunny,27.3,High,91.4,High,32278,Very High,238
Tirumala Venkateswara Temple,Temple,2025-02-26,Wednesday,11,No,No,No,Sunny,28.7,High,85.9,High,25132,Very High,231
Tirumala Venkateswara Temple,Temple,2025-02-26,Wednesday,15,No,No,No,Cloudy,23.5,High,91.9,High,17064,Very High,118
Tirumala Venkateswara Temple,Temple,2025-02-26,Wednesday,19,No,No,No,Cloudy,29.6,High,85.1,High,25819,Very High,149
Tirumala Venkateswara Temple,Temple,2025-02-27,Thursday,8,No,No,No,Cloudy,28.9,High,92.0,High,30506,Very High,223
Tirumala Venkateswara Temple,Temple,2025-02-27,Thursday,11,No,No,No,Sunny,25.7,High,72.3,High,26048,Very High,223
Tirumala Venkateswara Temple,Temple,2025-02-27,Thursday,15,No,No,No,Rainy,22.9,High,68.5,High,18195,High,74
Tirumala Venkateswara Temple,Temple,2025-02-27,Thursday,19,No,No,No,Sunny,25.1,High,89.4,High,25161,Very High,152
Tirumala Venkateswara Temple,Temple,2025-02-28,Friday,8,No,No,No,Cloudy,24.7,High,80.7,High,31982,Very High,228
Tirumala Venkateswara Temple,Temple,2025-02-28,Friday,11,No,No,No,Sunny,26.0,High,79.8,High,26145,Very High,258
Tirumala Venkateswara Temple,Temple,2025-02-28,Friday,15,No,No,No,Cloudy,25.1,High,90.9,High,15754,Very High,97
Tirumala Venkateswara Temple,Temple,2025-02-28,Friday,19,No,No,No,Sunny,23.0,High,100.0,High,27681,Very High,229
Tirumala Venkateswara Temple,Temple,2025-03-01,Saturday,8,Yes,No,No,Sunny,26.7,High,99.4,High,35950,Very High,238
Tirumala Venkateswara Temple,Temple,2025-03-01,Saturday,11,Yes,No,No,Sunny,25.3,High,86.0,High,26844,Very High,238
Tirumala Venkateswara Temple,Temple,2025-03-01,Saturday,15,Yes,No,No,Cloudy,27.6,High,56.7,High,16590,Very High,204
Tirumala Venkateswara Temple,Temple,2025-03-01,Saturday,19,Yes,No,No,Rainy,27.7,High,82.8,High,33208,Very High,256
Tirumala Venkateswara Temple,Temple,2025-03-02,Sunday,8,Yes,No,No,Cloudy,25.9,High,80.8,High,32973,Very High,224
Tirumala Venkateswara Temple,Temple,2025-03-02,Sunday,11,Yes,No,No,Cloudy,26.2,High,82.9,High,27183,Very High,228
Tirumala Venkateswara Temple,Temple,2025-03-02,Sunday,15,Yes,No,No,Sunny,28.9,High,89.9,High,20465,Very High,191
Tirumala Venkateswara Temple,Temple,2025-03-02,Sunday,19,Yes,No,No,Rainy,27.6,High,81.5,Medium,31567,Very High,234
Tirumala Venkateswara Temple,Temple,2025-03-03,Monday,8,No,No,No,Cloudy,24.0,High,100.0,High,33951,Very High,218
Tirumala Venkateswara Temple,Temple,2025-03-03,Monday,11,No,No,No,Sunny,26.5,High,100.0,High,25265,Very High,251
Tirumala Venkateswara Temple,Temple,2025-03-03,Monday,15,No,No,No,Sunny,24.4,High,95.9,High,16493,Very High,93
Tirumala Venkateswara Temple,Temple,2025-03-03,Monday,19,No,No,No,Sunny,27.3,High,76.4,High,29129,Very High,222
Tirumala Venkateswara Temple,Temple,2025-03-04,Tuesday,8,No,No,No,Sunny,25.9,High,85.7,High,36640,Very High,227
Tirumala Venkateswara Temple,Temple,2025-03-04,Tuesday,11,No,No,No,Sunny,26.6,High,79.3,High,23581,Very High,229
Tirumala Venkateswara Temple,Temple,2025-03-04,Tuesday,15,No,No,No,Sunny,28.3,High,73.3,Medium,16674,Very High,94
Tirumala Venkateswara Temple,Temple,2025-03-04,Tuesday,19,No,No,No,Cloudy,25.4,High,95.6,High,27506,Very High,202
Tirumala Venkateswara Temple,Temple,2025-03-05,Wednesday,8,No,No,No,Sunny,26.7,High,82.8,High,34327,Very High,238
Tirumala Venkateswara Temple,Temple,2025-03-05,Wednesday,11,No,No,No,Sunny,24.4,High,78.8,High,25093,Very High,206
Tirumala Venkateswara Temple,Temple,2025-03-05,Wednesday,15,No,No,No,Sunny,23.8,High,99.7,High,18088,Very High,151
Tirumala Venkateswara Temple,Temple,2025-03-05,Wednesday,19,No,No,No,Sunny,28.0,High,94.2,Medium,25200,Very High,222
Tirumala Venkateswara Temple,Temple,2025-03-06,Thursday,8,No,No,No,Sunny,27.3,High,77.8,High,33107,Very High,220
Tirumala Venkateswara Temple,Temple,2025-03-06,Thursday,11,No,No,No,Cloudy,25.9,High,78.5,High,26614,Very High,200
Tirumala Venkateswara Temple,Temple,2025-03-06,Thursday,15,No,No,No,Cloudy,26.9,Medium,83.2,High,18787,High,70
Tirumala Venkateswara Temple,Temple,2025-03-06,Thursday,19,No,No,No,Rainy,26.5,High,91.5,High,25139,Very High,139
Tirumala Venkateswara Temple,Temple,2025-03-07,Friday,8,No,No,No,Sunny,25.5,High,80.4,Medium,29928,Very High,237
Tirumala Venkateswara Temple,Temple,2025-03-07,Friday,11,No,No,No,Sunny,24.9,High,73.3,High,24761,Very High,181
Tirumala Venkateswara Temple,Temple,2025-03-07,Friday,15,No,No,No,Sunny,27.2,Medium,72.2,High,17988,Very High,114
Tirumala Venkateswara Temple,Temple,2025-03-07,Friday,19,No,No,No,Rainy,27.4,High,81.2,High,25790,Very High,147
Tirumala Venkateswara Temple,Temple,2025-03-08,Saturday,8,Yes,No,No,Sunny,26.6,High,89.7,High,38161,Very High,239
Tirumala Venkateswara Temple,Temple,2025-03-08,Saturday,11,Yes,No,No,Sunny,29.0,High,71.2,High,28283,Very High,226
Tirumala Venkateswara Temple,Temple,2025-03-08,Saturday,15,Yes,No,No,Sunny,26.9,High,83.4,High,21831,Very High,167
Tirumala Venkateswara Temple,Temple,2025-03-08,Saturday,19,Yes,No,No,Sunny,26.8,High,100.0,High,30782,Very High,228
Tirumala Venkateswara Temple,Temple,2025-03-09,Sunday,8,Yes,No,No,Cloudy,24.9,High,98.6,High,38656,Very High,247
Tirumala Venkateswara Temple,Temple,2025-03-09,Sunday,11,Yes,No,No,Sunny,25.0,High,93.6,High,28371,Very High,232
Tirumala Venkateswara Temple,Temple,2025-03-09,Sunday,15,Yes,No,No,Cloudy,25.2,High,75.0,High,19074,Very High,160
Tirumala Venkateswara Temple,Temple,2025-03-09,Sunday,19,Yes,No,No,Sunny,25.6,High,79.3,Medium,27096,Very High,241
Tirumala Venkateswara Temple,Temple,2025-03-10,Monday,8,No,No,No,Cloudy,27.2,High,73.3,High,33770,Very High,230
Tirumala Venkateswara Temple,Temple,2025-03-10,Monday,11,No,No,No,Sunny,23.7,High,85.4,High,25551,Very High,202
Tirumala Venkateswara Temple,Temple,2025-03-10,Monday,15,No,No,No,Sunny,27.7,High,77.6,High,17963,Very High,178
Tirumala Venkateswara Temple,Temple,2025-03-10,Monday,19,No,No,No,Sunny,27.7,High,84.1,High,27148,Very High,213
Tirumala Venkateswara Temple,Temple,2025-03-11,Tuesday,8,No,No,No,Cloudy,25.1,High,69.9,High,32084,Very High,240
Tirumala Venkateswara Temple,Temple,2025-03-11,Tuesday,11,No,No,No,Cloudy,23.4,High,85.2,High,23047,Very High,161
Tirumala Venkateswara Temple,Temple,2025-03-11,Tuesday,15,No,No,No,Sunny,24.6,High,77.9,High,17023,Very High,117
Tirumala Venkateswara Temple,Temple,2025-03-11,Tuesday,19,No,No,No,Sunny,25.3,High,84.6,High,28382,Very High,215
Tirumala Venkateswara Temple,Temple,2025-03-12,Wednesday,8,No,No,No,Sunny,31.1,High,73.4,High,34589,Very High,224
Tirumala Venkateswara Temple,Temple,2025-03-12,Wednesday,11,No,No,No,Sunny,26.1,High,98.0,High,23281,Very High,232
Tirumala Venkateswara Temple,Temple,2025-03-12,Wednesday,15,No,No,No,Sunny,27.4,High,83.6,High,17374,Very High,134
Tirumala Venkateswara Temple,Temple,2025-03-12,Wednesday,19,No,No,No,Sunny,29.8,High,100.0,High,27475,Very High,155
Tirumala Venkateswara Temple,Temple,2025-03-13,Thursday,8,No,No,No,Sunny,26.4,High,73.1,High,32162,Very High,242
Tirumala Venkateswara Temple,Temple,2025-03-13,Thursday,11,No,No,No,Sunny,29.0,High,72.6,High,22780,Very High,187
Tirumala Venkateswara Temple,Temple,2025-03-13,Thursday,15,No,No,No,Sunny,27.1,High,96.8,High,17611,Very High,131
Tirumala Venkateswara Temple,Temple,2025-03-13,Thursday,19,No,No,No,Sunny,29.2,High,90.0,High,26573,Very High,170
Tirumala Venkateswara Temple,Temple,2025-03-14,Friday,8,No,Yes,Yes,Sunny,26.1,High,73.7,High,45215,Very High,285
Tirumala Venkateswara Temple,Temple,2025-03-14,Friday,11,No,Yes,Yes,Rainy,28.1,High,79.8,High,35518,Very High,232
Tirumala Venkateswara Temple,Temple,2025-03-14,Friday,15,No,Yes,Yes,Cloudy,27.3,High,84.2,High,24348,Very High,231
Tirumala Venkateswara Temple,Temple,2025-03-14,Friday,19,No,Yes,Yes,Sunny,26.0,High,100.0,High,38476,Very High,266
Tirumala Venkateswara Temple,Temple,2025-03-15,Saturday,8,Yes,No,No,Sunny,24.2,High,90.9,High,39378,Very High,217
Tirumala Venkateswara Temple,Temple,2025-03-15,Saturday,11,Yes,No,No,Sunny,29.4,High,91.9,High,28189,Very High,250
Tirumala Venkateswara Temple,Temple,2025-03-15,Saturday,15,Yes,No,No,Rainy,25.9,High,91.5,High,19787,Very High,134
Tirumala Venkateswara Temple,Temple,2025-03-15,Saturday,19,Yes,No,No,Sunny,27.6,High,79.6,High,32285,Very High,248
Tirumala Venkateswara Temple,Temple,2025-03-16,Sunday,8,Yes,No,No,Cloudy,24.5,High,94.0,High,36983,Very High,242
Tirumala Venkateswara Temple,Temple,2025-03-16,Sunday,11,Yes,No,No,Rainy,29.4,High,75.5,High,30215,Very High,211
Tirumala Venkateswara Temple,Temple,2025-03-16,Sunday,15,Yes,No,No,Sunny,26.1,High,82.3,High,22070,Very High,227
Tirumala Venkateswara Temple,Temple,2025-03-16,Sunday,19,Yes,No,No,Sunny,28.6,High,79.5,High,32008,Very High,231
Tirumala Venkateswara Temple,Temple,2025-03-17,Monday,8,No,No,No,Sunny,25.8,High,96.4,Medium,33450,Very High,227
Tirumala Venkateswara Temple,Temple,2025-03-17,Monday,11,No,No,No,Cloudy,24.3,High,73.9,High,24872,Very High,180
Tirumala Venkateswara Temple,Temple,2025-03-17,Monday,15,No,No,No,Sunny,28.7,Medium,72.7,Medium,18338,Very High,97
Tirumala Venkateswara Temple,Temple,2025-03-17,Monday,19,No,No,No,Rainy,29.2,High,70.7,High,26134,Very High,177
Tirumala Venkateswara Temple,Temple,2025-03-18,Tuesday,8,No,No,No,Cloudy,30.4,High,82.2,High,32771,Very High,233
Tirumala Venkateswara Temple,Temple,2025-03-18,Tuesday,11,No,No,No,Sunny,26.1,High,84.5,High,25047,Very High,209
Tirumala Venkateswara Temple,Temple,2025-03-18,Tuesday,15,No,No,No,Sunny,29.2,High,82.0,High,16155,Very High,130
Tirumala Venkateswara Temple,Temple,2025-03-18,Tuesday,19,No,No,No,Sunny,29.6,High,97.3,High,28323,Very High,190
Tirumala Venkateswara Temple,Temple,2025-03-19,Wednesday,8,No,No,No,Sunny,26.7,High,76.0,High,28556,Very High,228
Tirumala Venkateswara Temple,Temple,2025-03-19,Wednesday,11,No,No,No,Sunny,26.7,High,100.0,High,27778,Very High,194
Tirumala Venkateswara Temple,Temple,2025-03-19,Wednesday,15,No,No,No,Cloudy,31.4,High,88.0,High,16548,Very High,174
Tirumala Venkateswara Temple,Temple,2025-03-19,Wednesday,19,No,No,No,Rainy,27.5,High,70.0,High,28336,Very High,196
Tirumala Venkateswara Temple,Temple,2025-03-20,Thursday,8,No,No,No,Sunny,26.6,High,80.5,High,31700,Very High,230
Tirumala Venkateswara Temple,Temple,2025-03-20,Thursday,11,No,No,No,Sunny,27.0,High,81.3,High,24245,Very High,160
Tirumala Venkateswara Temple,Temple,2025-03-20,Thursday,15,No,No,No,Cloudy,24.6,Medium,70.7,Medium,18470,High,91
Tirumala Venkateswara Temple,Temple,2025-03-20,Thursday,19,No,No,No,Sunny,31.1,High,88.3,High,27606,Very High,206
Tirumala Venkateswara Temple,Temple,2025-03-21,Friday,8,No,No,No,Cloudy,29.8,High,86.2,High,33176,Very High,242
Tirumala Venkateswara Temple,Temple,2025-03-21,Friday,11,No,No,No,Cloudy,27.9,High,99.1,High,28508,Very High,182
Tirumala Venkateswara Temple,Temple,2025-03-21,Friday,15,No,No,No,Sunny,28.2,High,88.1,High,17068,Very High,124
Tirumala Venkateswara Temple,Temple,2025-03-21,Friday,19,No,No,No,Cloudy,30.6,High,88.3,High,27633,Very High,222
Tirumala Venkateswara Temple,Temple,2025-03-22,Saturday,8,Yes,No,No,Sunny,29.5,High,66.0,High,35672,Very High,227
Tirumala Venkateswara Temple,Temple,2025-03-22,Saturday,11,Yes,No,No,Rainy,28.3,High,77.8,High,28561,Very High,143
Tirumala Venkateswara Temple,Temple,2025-03-22,Saturday,15,Yes,No,No,Sunny,26.1,High,92.5,High,21482,Very High,212
Tirumala Venkateswara Temple,Temple,2025-03-22,Saturday,19,Yes,No,No,Sunny,30.6,High,80.2,High,29558,Very High,224
Tirumala Venkateswara Temple,Temple,2025-03-23,Sunday,8,Yes,No,No,Cloudy,31.8,High,90.5,High,35840,Very High,235
Tirumala Venkateswara Temple,Temple,2025-03-23,Sunday,11,Yes,No,No,Sunny,28.4,High,98.7,High,28046,Very High,242
Tirumala Venkateswara Temple,Temple,2025-03-23,Sunday,15,Yes,No,No,Rainy,27.7,High,74.6,Medium,20629,High,90
Tirumala Venkateswara Temple,Temple,2025-03-23,Sunday,19,Yes,No,No,Sunny,26.4,High,84.6,High,31239,Very High,222
Tirumala Venkateswara Temple,Temple,2025-03-24,Monday,8,No,No,No,Sunny,28.1,High,82.0,High,31548,Very High,221
Tirumala Venkateswara Temple,Temple,2025-03-24,Monday,11,No,No,No,Sunny,28.2,High,79.2,High,27199,Very High,193
Tirumala Venkateswara Temple,Temple,2025-03-24,Monday,15,No,No,No,Sunny,25.2,High,84.6,High,16776,Very High,215
Tirumala Venkateswara Temple,Temple,2025-03-24,Monday,19,No,No,No,Sunny,30.1,High,100.0,High,26677,Very High,214
Tirumala Venkateswara Temple,Temple,2025-03-25,Tuesday,8,No,No,No,Sunny,27.9,High,94.8,High,32118,Very High,217
Tirumala Venkateswara Temple,Temple,2025-03-25,Tuesday,11,No,No,No,Cloudy,27.0,High,88.8,High,25452,Very High,215
Tirumala Venkateswara Temple,Temple,2025-03-25,Tuesday,15,No,No,No,Sunny,31.6,High,89.8,High,17205,Very High,192
Tirumala Venkateswara Temple,Temple,2025-03-25,Tuesday,19,No,No,No,Cloudy,32.5,High,77.9,High,27956,Very High,211
Tirumala Venkateswara Temple,Temple,2025-03-26,Wednesday,8,No,No,No,Cloudy,28.5,High,90.8,High,29952,Very High,245
Tirumala Venkateswara Temple,Temple,2025-03-26,Wednesday,11,No,No,No,Sunny,29.6,High,81.5,High,26252,Very High,219
Tirumala Venkateswara Temple,Temple,2025-03-26,Wednesday,15,No,No,No,Sunny,28.7,High,81.6,High,17872,Very High,116
Tirumala Venkateswara Temple,Temple,2025-03-26,Wednesday,19,No,No,No,Sunny,27.8,High,74.0,High,24907,Very High,198
Tirumala Venkateswara Temple,Temple,2025-03-27,Thursday,8,No,No,No,Sunny,28.5,High,83.1,High,30947,Very High,244
Tirumala Venkateswara Temple,Temple,2025-03-27,Thursday,11,No,No,No,Cloudy,26.5,High,80.9,High,24276,Very High,236
Tirumala Venkateswara Temple,Temple,2025-03-27,Thursday,15,No,No,No,Sunny,27.6,High,88.3,High,18139,Very High,143
Tirumala Venkateswara Temple,Temple,2025-03-27,Thursday,19,No,No,No,Sunny,29.6,High,72.8,High,27032,Very High,227
Tirumala Venkateswara Temple,Temple,2025-03-28,Friday,8,No,No,No,Cloudy,27.4,High,80.6,High,31863,Very High,225
Tirumala Venkateswara Temple,Temple,2025-03-28,Friday,11,No,No,No,Sunny,29.1,High,83.9,High,23457,Very High,168
Tirumala Venkateswara Temple,Temple,2025-03-28,Friday,15,No,No,No,Sunny,29.1,High,86.6,High,15769,Very High,123
Tirumala Venkateswara Temple,Temple,2025-03-28,Friday,19,No,No,No,Sunny,30.4,High,93.0,High,26091,Very High,219
Tirumala Venkateswara Temple,Temple,2025-03-29,Saturday,8,Yes,No,No,Cloudy,29.0,High,71.2,High,38057,Very High,225
Tirumala Venkateswara Temple,Temple,2025-03-29,Saturday,11,Yes,No,No,Sunny,25.5,High,84.0,High,28528,Very High,250
Tirumala Venkateswara Temple,Temple,2025-03-29,Saturday,15,Yes,No,No,Sunny,30.7,High,88.1,High,22323,Very High,232
Tirumala Venkateswara Temple,Temple,2025-03-29,Saturday,19,Yes,No,No,Rainy,27.8,High,80.5,High,29306,Very High,218
Tirumala Venkateswara Temple,Temple,2025-03-30,Sunday,8,Yes,No,Yes,Sunny,29.2,High,83.0,High,44043,Very High,249
Tirumala Venkateswara Temple,Temple,2025-03-30,Sunday,11,Yes,No,Yes,Sunny,27.0,High,81.8,High,32551,Very High,247
Tirumala Venkateswara Temple,Temple,2025-03-30,Sunday,15,Yes,No,Yes,Sunny,28.6,High,77.4,High,22628,Very High,264
Tirumala Venkateswara Temple,Temple,2025-03-30,Sunday,19,Yes,No,Yes,Sunny,28.3,High,90.6,High,39249,Very High,252
Tirumala Venkateswara Temple,Temple,2025-03-31,Monday,8,No,No,Yes,Sunny,28.3,High,75.1,High,34492,Very High,245
Tirumala Venkateswara Temple,Temple,2025-03-31,Monday,11,No,No,Yes,Sunny,30.6,High,97.2,High,30592,Very High,240
Tirumala Venkateswara Temple,Temple,2025-03-31,Monday,15,No,No,Yes,Sunny,28.8,High,73.9,High,22516,Very High,254
Tirumala Venkateswara Temple,Temple,2025-03-31,Monday,19,No,No,Yes,Cloudy,27.1,High,71.9,Medium,31990,Very High,268
Tirumala Venkateswara Temple,Temple,2025-04-01,Tuesday,8,No,No,No,Cloudy,30.2,High,83.5,High,31604,Very High,215
Tirumala Venkateswara Temple,Temple,2025-04-01,Tuesday,11,No,No,No,Sunny,24.7,Medium,100.0,High,26895,Very High,179
Tirumala Venkateswara Temple,Temple,2025-04-01,Tuesday,15,No,No,No,Sunny,27.4,High,91.3,High,16751,Very High,126
Tirumala Venkateswara Temple,Temple,2025-04-01,Tuesday,19,No,No,No,Rainy,27.1,Medium,78.3,High,27647,Very High,101
Tirumala Venkateswara Temple,Temple,2025-04-02,Wednesday,8,No,No,No,Cloudy,31.3,High,87.6,High,31681,Very High,239
Tirumala Venkateswara Temple,Temple,2025-04-02,Wednesday,11,No,No,No,Sunny,29.7,High,76.0,High,26165,Very High,203
Tirumala Venkateswara Temple,Temple,2025-04-02,Wednesday,15,No,No,No,Sunny,29.3,High,75.9,High,16526,Very High,128
Tirumala Venkateswara Temple,Temple,2025-04-02,Wednesday,19,No,No,No,Sunny,30.8,High,92.7,High,27042,Very High,224
Tirumala Venkateswara Temple,Temple,2025-04-03,Thursday,8,No,No,No,Sunny,29.5,High,61.5,High,30319,Very High,247
Tirumala Venkateswara Temple,Temple,2025-04-03,Thursday,11,No,No,No,Sunny,26.2,High,84.1,High,25667,Very High,238
Tirumala Venkateswara Temple,Temple,2025-04-03,Thursday,15,No,No,No,Sunny,27.9,High,84.4,High,18151,Very High,157
Tirumala Venkateswara Temple,Temple,2025-04-03,Thursday,19,No,No,No,Sunny,29.4,High,86.2,High,26538,Very High,238
Tirumala Venkateswara Temple,Temple,2025-04-04,Friday,8,No,No,No,Sunny,28.2,High,77.9,High,30611,Very High,231
Tirumala Venkateswara Temple,Temple,2025-04-04,Friday,11,No,No,No,Sunny,30.4,High,82.2,High,24492,Very High,227
Tirumala Venkateswara Temple,Temple,2025-04-04,Friday,15,No,No,No,Sunny,30.3,High,92.9,High,16267,Very High,142
Tirumala Venkateswara Temple,Temple,2025-04-04,Friday,19,No,No,No,Sunny,32.1,High,82.1,High,27748,Very High,223
Tirumala Venkateswara Temple,Temple,2025-04-05,Saturday,8,Yes,No,No,Cloudy,28.8,High,78.5,High,36579,Very High,219
Tirumala Venkateswara Temple,Temple,2025-04-05,Saturday,11,Yes,No,No,Cloudy,30.9,High,90.3,High,29736,Very High,213
Tirumala Venkateswara Temple,Temple,2025-04-05,Saturday,15,Yes,No,No,Rainy,31.8,High,84.0,High,20010,Very High,129
Tirumala Venkateswara Temple,Temple,2025-04-05,Saturday,19,Yes,No,No,Sunny,29.2,High,85.4,High,27338,Very High,229
Tirumala Venkateswara Temple,Temple,2025-04-06,Sunday,8,Yes,No,No,Sunny,25.8,High,81.4,High,36314,Very High,236
Tirumala Venkateswara Temple,Temple,2025-04-06,Sunday,11,Yes,No,No,Rainy,27.2,High,72.3,High,30256,Very High,239
Tirumala Venkateswara Temple,Temple,2025-04-06,Sunday,15,Yes,No,No,Sunny,26.2,High,82.6,High,21413,Very High,248
Tirumala Venkateswara Temple,Temple,2025-04-06,Sunday,19,Yes,No,No,Sunny,29.3,High,72.9,High,30392,Very High,235
Tirumala Venkateswara Temple,Temple,2025-04-07,Monday,8,No,No,No,Cloudy,27.7,High,73.8,High,33095,Very High,239
Tirumala Venkateswara Temple,Temple,2025-04-07,Monday,11,No,No,No,Sunny,29.3,High,70.5,High,26691,Very High,234
Tirumala Venkateswara Temple,Temple,2025-04-07,Monday,15,No,No,No,Cloudy,25.3,High,81.3,High,16865,Very High,94
Tirumala Venkateswara Temple,Temple,2025-04-07,Monday,19,No,No,No,Cloudy,29.3,High,99.7,High,23273,Very High,215
Tirumala Venkateswara Temple,Temple,2025-04-08,Tuesday,8,No,No,No,Sunny,30.3,High,81.7,High,38903,Very High,236
Tirumala Venkateswara Temple,Temple,2025-04-08,Tuesday,11,No,No,No,Rainy,30.6,High,86.8,High,26149,Very High,142
Tirumala Venkateswara Temple,Temple,2025-04-08,Tuesday,15,No,No,No,Sunny,29.7,High,85.1,High,17238,Very High,125
Tirumala Venkateswara Temple,Temple,2025-04-08,Tuesday,19,No,No,No,Sunny,30.0,High,93.0,High,29210,Very High,260
Tirumala Venkateswara Temple,Temple,2025-04-09,Wednesday,8,No,No,No,Sunny,31.0,High,79.7,High,36220,Very High,212
Tirumala Venkateswara Temple,Temple,2025-04-09,Wednesday,11,No,No,No,Rainy,29.8,High,79.1,High,25264,Very High,98
Tirumala Venkateswara Temple,Temple,2025-04-09,Wednesday,15,No,No,No,Sunny,30.1,High,69.2,High,16440,Very High,162
