Location,Place_Type,Date,Day,Hour,Weekend,Holiday,Special_Event_or_Festival,Weather,Traffic,Parking_Percentage,Mobile_Density,Crowd_Level,Estimated_Waiting_Time,Online_Booking_Available,Booked_Visitors,Entry_Token_Available,Tokens_Issued,Public_Transport_Load,School_or_Office_Holiday,Place_Capacity_Indicator,Next_2_Hour_Crowd_Forecast,Next_2_Hour_Waiting_Time
Tirumala Venkateswara Temple,Temple,2025-02-03,Monday,11,No,No,No,Sunny,Low,34,Low,Medium,45 minutes,Yes,402,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-03,Monday,15,No,No,No,Sunny,Low,21,Low,Low,15 minutes,Yes,143,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-03,Monday,19,No,No,No,Rainy,Medium,43,Low,Low,15 minutes,Yes,209,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-04,Tuesday,8,No,No,No,Cloudy,Low,35,Medium,Medium,45 minutes,Yes,405,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-04,Tuesday,11,No,No,No,Cloudy,Medium,29,Low,Medium,45 minutes,Yes,387,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-04,Tuesday,15,No,No,No,Cloudy,Medium,18,Low,Low,15 minutes,Yes,134,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-04,Tuesday,19,No,No,No,Rainy,Medium,38,Medium,Low,15 minutes,Yes,194,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-05,Wednesday,8,No,No,No,Rainy,Medium,28,Medium,Low,15 minutes,Yes,164,Yes,100,Not Available,No,Below 30%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-05,Wednesday,11,No,No,No,Sunny,Low,28,Low,Medium,45 minutes,Yes,384,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-05,Wednesday,15,No,No,No,Rainy,Low,24,Medium,Low,15 minutes,Yes,152,Yes,100,Not Available,No,Below 30%,High,2 hours
Tirumala Venkateswara Temple,Temple,2025-02-05,Wednesday,19,No,No,Yes,Sunny,High,70,Medium,High,2 hours,Yes,1010,Yes,1500,Not Available,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-06,Thursday,8,No,No,No,Sunny,Low,41,Medium,Medium,45 minutes,Yes,423,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-06,Thursday,11,No,No,No,Rainy,Low,11,Low,Low,15 minutes,Yes,113,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-06,Thursday,15,No,No,No,Cloudy,Low,35,Low,Low,15 minutes,Yes,185,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-06,Thursday,19,No,No,No,Cloudy,Medium,12,Low,Low,15 minutes,Yes,116,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-07,Friday,8,No,No,No,Sunny,Low,22,Low,Medium,45 minutes,Yes,366,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-07,Friday,11,No,No,No,Sunny,Medium,40,Low,Medium,45 minutes,Yes,420,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-07,Friday,15,No,No,No,Sunny,Medium,20,Low,Low,15 minutes,Yes,140,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-07,Friday,19,No,No,No,Sunny,Low,26,Medium,Low,15 minutes,Yes,158,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-08,Saturday,8,Yes,No,No,Sunny,Medium,64,High,High,2 hours,Yes,992,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Tirumala Venkateswara Temple,Temple,2025-02-08,Saturday,11,Yes,No,No,Sunny,High,46,High,High,2 hours,Yes,938,Yes,1500,Not Available,No,60% to 85%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-08,Saturday,15,Yes,No,No,Rainy,Medium,15,Low,Low,15 minutes,Yes,125,Yes,100,Not Available,No,Below 30%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-08,Saturday,19,Yes,No,No,Sunny,High,53,Medium,Medium,45 minutes,Yes,459,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-09,Sunday,8,Yes,No,No,Sunny,Medium,73,Medium,High,2 hours,Yes,1019,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Tirumala Venkateswara Temple,Temple,2025-02-09,Sunday,11,Yes,No,No,Sunny,Medium,60,High,High,2 hours,Yes,980,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-09,Sunday,15,Yes,No,No,Sunny,Medium,26,Low,Medium,45 minutes,Yes,378,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-09,Sunday,19,Yes,No,No,Cloudy,High,56,Medium,Medium,45 minutes,Yes,468,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-10,Monday,8,No,No,No,Cloudy,Low,30,Low,Medium,45 minutes,Yes,390,Yes,500,Not Available,No,30% to 60%,High,2 hours
Tirumala Venkateswara Temple,Temple,2025-02-10,Monday,11,No,No,Yes,Sunny,Medium,45,Medium,High,2 hours,Yes,935,Yes,1500,Not Available,No,60% to 85%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-10,Monday,15,No,No,No,Sunny,Medium,20,Low,Low,15 minutes,Yes,140,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-10,Monday,19,No,No,No,Rainy,Low,30,Low,Low,15 minutes,Yes,170,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-11,Tuesday,8,No,No,No,Rainy,Medium,12,Low,Low,15 minutes,Yes,116,Yes,100,Not Available,No,Below 30%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-11,Tuesday,11,No,No,No,Cloudy,Medium,31,Low,Medium,45 minutes,Yes,393,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-11,Tuesday,15,No,No,No,Rainy,Medium,36,Low,Low,15 minutes,Yes,188,Yes,100,Not Available,No,Below 30%,High,2 hours
Tirumala Venkateswara Temple,Temple,2025-02-11,Tuesday,19,No,No,Yes,Cloudy,High,78,Medium,High,2 hours,Yes,1034,Yes,1500,Not Available,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-12,Wednesday,8,No,No,No,Sunny,Medium,42,Medium,Medium,45 minutes,Yes,426,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-12,Wednesday,11,No,No,No,Cloudy,Medium,37,Medium,Medium,45 minutes,Yes,411,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-12,Wednesday,15,No,No,No,Cloudy,Medium,16,Low,Low,15 minutes,Yes,128,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-12,Wednesday,19,No,No,No,Sunny,Medium,43,Low,Low,15 minutes,Yes,209,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-13,Thursday,8,No,No,No,Cloudy,Medium,15,Low,Medium,45 minutes,Yes,345,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-13,Thursday,11,No,No,No,Cloudy,Low,28,Low,Medium,45 minutes,Yes,384,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-13,Thursday,15,No,No,No,Cloudy,Medium,22,Medium,Low,15 minutes,Yes,146,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-13,Thursday,19,No,No,No,Rainy,Medium,33,Low,Low,15 minutes,Yes,179,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-14,Friday,8,No,No,No,Sunny,Low,36,Low,Medium,45 minutes,Yes,408,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-14,Friday,11,No,No,No,Sunny,Medium,44,Medium,Medium,45 minutes,Yes,432,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-14,Friday,15,No,No,No,Cloudy,Medium,24,Medium,Low,15 minutes,Yes,152,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-14,Friday,19,No,No,No,Cloudy,Low,38,Low,Low,15 minutes,Yes,194,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-15,Saturday,8,Yes,No,No,Sunny,High,70,Medium,High,2 hours,Yes,1010,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Tirumala Venkateswara Temple,Temple,2025-02-15,Saturday,11,Yes,No,No,Sunny,Medium,45,High,High,2 hours,Yes,935,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-15,Saturday,15,Yes,No,No,Sunny,Medium,29,Medium,Medium,45 minutes,Yes,387,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-15,Saturday,19,Yes,No,No,Cloudy,High,79,High,Medium,45 minutes,Yes,537,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-16,Sunday,8,Yes,No,No,Cloudy,Medium,73,Medium,High,2 hours,Yes,1019,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Tirumala Venkateswara Temple,Temple,2025-02-16,Sunday,11,Yes,No,No,Cloudy,High,69,Medium,High,2 hours,Yes,1007,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-16,Sunday,15,Yes,No,No,Sunny,Low,17,Medium,Medium,45 minutes,Yes,351,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-16,Sunday,19,Yes,No,No,Sunny,Medium,58,Medium,Medium,45 minutes,Yes,474,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-17,Monday,8,No,No,No,Sunny,Medium,30,Medium,Medium,45 minutes,Yes,390,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-17,Monday,11,No,No,No,Cloudy,Medium,44,Medium,Medium,45 minutes,Yes,432,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-17,Monday,15,No,No,No,Sunny,Medium,25,Low,Low,15 minutes,Yes,155,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-17,Monday,19,No,No,No,Cloudy,Low,14,Medium,Low,15 minutes,Yes,122,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-18,Tuesday,8,No,No,No,Cloudy,Medium,38,Medium,Medium,45 minutes,Yes,414,Yes,500,Not Available,No,30% to 60%,High,2 hours
Tirumala Venkateswara Temple,Temple,2025-02-18,Tuesday,11,No,No,Yes,Sunny,Medium,45,High,High,2 hours,Yes,935,Yes,1500,Not Available,No,60% to 85%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-18,Tuesday,15,No,No,No,Cloudy,Low,32,Medium,Low,15 minutes,Yes,176,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-18,Tuesday,19,No,No,No,Cloudy,Low,11,Low,Low,15 minutes,Yes,113,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-19,Wednesday,8,No,No,No,Sunny,Low,36,Low,Medium,45 minutes,Yes,408,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-19,Wednesday,11,No,No,No,Sunny,Medium,25,Low,Medium,45 minutes,Yes,375,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-19,Wednesday,15,No,No,No,Sunny,Low,15,Low,Low,15 minutes,Yes,125,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-19,Wednesday,19,No,No,No,Cloudy,Low,27,Medium,Low,15 minutes,Yes,161,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-20,Thursday,8,No,No,No,Cloudy,Medium,11,Medium,Medium,45 minutes,Yes,333,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-20,Thursday,11,No,No,No,Sunny,Low,21,Medium,Medium,45 minutes,Yes,363,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-20,Thursday,15,No,No,No,Rainy,Medium,34,Low,Low,15 minutes,Yes,182,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-20,Thursday,19,No,No,No,Cloudy,Medium,41,Medium,Low,15 minutes,Yes,203,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-21,Friday,8,No,No,No,Sunny,Medium,27,Medium,Medium,45 minutes,Yes,381,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-21,Friday,11,No,No,No,Sunny,Medium,14,Medium,Medium,45 minutes,Yes,342,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-21,Friday,15,No,No,No,Sunny,Low,15,Medium,Low,15 minutes,Yes,125,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-21,Friday,19,No,No,No,Sunny,Low,41,Low,Low,15 minutes,Yes,203,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-22,Saturday,8,Yes,No,No,Sunny,High,53,Medium,High,2 hours,Yes,959,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Tirumala Venkateswara Temple,Temple,2025-02-22,Saturday,11,Yes,No,No,Cloudy,High,78,High,High,2 hours,Yes,1034,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-22,Saturday,15,Yes,No,No,Sunny,Medium,31,Medium,Medium,45 minutes,Yes,393,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-22,Saturday,19,Yes,No,No,Sunny,Medium,55,High,Medium,45 minutes,Yes,465,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-23,Sunday,8,Yes,No,No,Cloudy,High,46,Medium,High,2 hours,Yes,938,Yes,1500,Not Available,No,60% to 85%,Very High,4 hours
Tirumala Venkateswara Temple,Temple,2025-02-23,Sunday,11,Yes,No,Yes,Sunny,High,92,High,Very High,4 hours,Yes,2076,Yes,3500,Not Available,No,Above 85%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-23,Sunday,15,Yes,No,No,Cloudy,Low,37,Low,Medium,45 minutes,Yes,411,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-23,Sunday,19,Yes,No,No,Cloudy,High,73,High,Medium,45 minutes,Yes,519,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-24,Monday,8,No,No,No,Sunny,Medium,23,Low,Medium,45 minutes,Yes,369,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-24,Monday,11,No,No,No,Rainy,Medium,36,Medium,Low,15 minutes,Yes,188,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-24,Monday,15,No,No,No,Cloudy,Low,16,Medium,Low,15 minutes,Yes,128,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-24,Monday,19,No,No,No,Sunny,Medium,18,Medium,Low,15 minutes,Yes,134,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-25,Tuesday,8,No,No,No,Cloudy,Medium,36,Medium,Medium,45 minutes,Yes,408,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-25,Tuesday,11,No,No,No,Sunny,Medium,20,Medium,Medium,45 minutes,Yes,360,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-25,Tuesday,15,No,No,No,Rainy,Low,44,Low,Low,15 minutes,Yes,212,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-25,Tuesday,19,No,No,No,Sunny,Medium,17,Low,Low,15 minutes,Yes,131,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-26,Wednesday,8,No,No,No,Sunny,Low,42,Medium,Medium,45 minutes,Yes,426,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-26,Wednesday,11,No,No,No,Sunny,Low,31,Low,Medium,45 minutes,Yes,393,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-26,Wednesday,15,No,No,No,Sunny,Medium,28,Medium,Low,15 minutes,Yes,164,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-26,Wednesday,19,No,No,No,Rainy,Medium,32,Medium,Low,15 minutes,Yes,176,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-27,Thursday,8,No,No,No,Sunny,Medium,25,Low,Medium,45 minutes,Yes,375,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-27,Thursday,11,No,No,No,Cloudy,Medium,25,Low,Medium,45 minutes,Yes,375,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-27,Thursday,15,No,No,No,Cloudy,Low,35,Low,Low,15 minutes,Yes,185,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-27,Thursday,19,No,No,No,Sunny,Medium,22,Medium,Low,15 minutes,Yes,146,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-02-28,Friday,8,No,No,No,Rainy,Low,12,Medium,Low,15 minutes,Yes,116,Yes,100,Not Available,No,Below 30%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-02-28,Friday,11,No,No,No,Sunny,Medium,14,Medium,Medium,45 minutes,Yes,342,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-28,Friday,15,No,No,No,Sunny,Medium,14,Medium,Low,15 minutes,Yes,122,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-02-28,Friday,19,No,No,No,Sunny,Low,37,Medium,Low,15 minutes,Yes,191,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-03-01,Saturday,8,Yes,No,No,Sunny,High,60,Medium,High,2 hours,Yes,980,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Tirumala Venkateswara Temple,Temple,2025-03-01,Saturday,11,Yes,No,No,Sunny,Medium,78,High,High,2 hours,Yes,1034,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-03-01,Saturday,15,Yes,No,No,Sunny,Low,43,Medium,Medium,45 minutes,Yes,429,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-03-01,Saturday,19,Yes,No,No,Cloudy,High,59,High,Medium,45 minutes,Yes,477,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-03-02,Sunday,8,Yes,No,No,Cloudy,Medium,49,Medium,High,2 hours,Yes,947,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Tirumala Venkateswara Temple,Temple,2025-03-02,Sunday,11,Yes,No,No,Sunny,Medium,57,High,High,2 hours,Yes,971,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-03-02,Sunday,15,Yes,No,No,Sunny,Medium,34,Medium,Medium,45 minutes,Yes,402,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-03-02,Sunday,19,Yes,No,No,Rainy,Medium,27,Low,Medium,45 minutes,Yes,381,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-03-03,Monday,8,No,No,No,Sunny,Low,21,Medium,Medium,45 minutes,Yes,363,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-03-03,Monday,11,No,No,No,Sunny,Medium,35,Low,Medium,45 minutes,Yes,405,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-03-03,Monday,15,No,No,No,Cloudy,Low,29,Medium,Low,15 minutes,Yes,167,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Tirumala Venkateswara Temple,Temple,2025-03-03,Monday,19,No,No,No,Sunny,Low,38,Medium,Low,15 minutes,Yes,194,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Tirumala Venkateswara Temple,Temple,2025-03-04,Tuesday,8,No,No,No,Rainy,Low,23,Low,Low,15 minutes,Yes,149,Yes,100,Not Available,No,Below 30%,Medium,45 minutes
Tirumala Venkateswara Temple,Temple,2025-03-04,Tuesday,11,No,No,No,Sunny,Low,36,Medium,Medium,45 minutes,Yes,408,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
